Set	Name	Size	Length	Annotation
groupIII	mmarc_betalactams22_blast_augmented	3	975	betalactams	Class A betalactamases	DES1
groupIII	mmarc_betalactams23_blast_augmented	3	726	betalactams	Class B betalactamases	IMP
groupIII	mmarc_betalactams24_blast_augmented	3	882	betalactams	Class A betalactamases	CTX
groupIII	mmarc_betalactams25_blast_augmented	2	889	betalactams	Class B betalactamases	LRA
groupIII	mmarc_betalactams26_blast_augmented	124	1306	betalactams	Penicillin binding protein	PBP4B
groupIII	mmarc_betalactams27_blast_augmented	2	1026	betalactams	Class B betalactamases	MSI
groupIII	mmarc_betalactams28_blast_augmented	3	381	betalactams	Penicillin binding protein regulator	BLAI
groupIII	mmarc_betalactams29_blast_augmented	2	886	betalactams	Class B betalactamases	LRA
groupIII	mmarc_betalactams2_blast_augmented	3	888	betalactams	Class A betalactamases	CTX
groupIII	mmarc_betalactams30_blast_augmented	67	844	betalactams	Class D betalactamases	OXA
groupIII	mmarc_betalactams31_blast_augmented	2	2025	betalactams	Penicillin binding protein	MECB
groupIII	mmarc_betalactams32_blast_augmented	24	967	betalactams	Class A betalactamases	CFX
groupIII	mmarc_betalactams33_blast_augmented	2	882	betalactams	Class A betalactamases	NPS
groupIII	mmarc_betalactams34_blast_augmented	6	898	betalactams	Class A betalactamases	CARB
groupIII	mmarc_betalactams35_blast_augmented	2	714	betalactams	Class B betalactamases	PEDO
groupIII	mmarc_betalactams36_blast_augmented	21	211	betalactams	Class C betalactamases	DHA
groupIII	mmarc_betalactams37_blast_augmented	2	904	betalactams	Class B betalactamases	LRA
groupIII	mmarc_betalactams38_blast_augmented	2	982	betalactams	Class B betalactamases	CPHA
groupIII	mmarc_betalactams39_blast_augmented	15	821	betalactams	Class B betalactamases	POM
groupIII	mmarc_betalactams3_blast_augmented	20	232	betalactams	Class C betalactamases	ACT
groupIII	mmarc_betalactams40_blast_augmented	2	907	betalactams	Class B betalactamases	LRA
groupIII	mmarc_betalactams41_blast_augmented	549	1907	betalactams	Penicillin binding protein	PBP2
groupIII	mmarc_betalactams42_blast_augmented	11	1998	betalactams	Penicillin binding protein	PBP2
groupIII	mmarc_betalactams43_blast_augmented	2	1162	betalactams	Class B betalactamases	LRA
groupIII	mmarc_betalactams44_blast_augmented	2	910	betalactams	Class B betalactamases	LRA
groupIII	mmarc_betalactams45_blast_augmented	3	981	betalactams	Class B betalactamases	LRA
groupIII	mmarc_betalactams46_blast_augmented	4	894	betalactams	Class A betalactamases	FAR1
groupIII	mmarc_betalactams47_blast_augmented	104	814	betalactams	Class B betalactamases	NDM
groupIII	mmarc_betalactams48_blast_augmented	2	910	betalactams	Class B betalactamases	LRA
groupIII	mmarc_betalactams49_blast_augmented	3	825	betalactams	Class D betalactamases	OXA
groupIII	mmarc_betalactams4_blast_augmented	12	901	betalactams	Class A betalactamases	CBLA
groupIII	mmarc_betalactams50_blast_augmented	2	919	betalactams	Class B betalactamases	LRA
groupIII	mmarc_betalactams51_blast_augmented	4	879	betalactams	Class A betalactamases	BES
groupIII	mmarc_betalactams52_blast_augmented	6	825	betalactams	Class D betalactamases	OXA
groupIII	mmarc_betalactams53_blast_augmented	3	927	betalactams	Class A betalactamases	PER
groupIII	mmarc_betalactams54_blast_augmented	35	1275	betalactams	Class A betalactamases	BLAA
groupIII	mmarc_betalactams55_blast_augmented	3	855	betalactams	Class A betalactamases	VCC
groupIII	mmarc_betalactams56_blast_augmented	3	843	betalactams	Class B betalactamases	SMB
groupIII	mmarc_betalactams57_blast_augmented	26	1162	betalactams	Class C betalactamases	ACC
groupIII	mmarc_betalactams58_blast_augmented	2	826	betalactams	Class D betalactamases	OXA
groupIII	mmarc_betalactams59_blast_augmented	7	1085	betalactams	Mutant porin proteins	OMPD
groupIII	mmarc_betalactams5_blast_augmented	2	709	betalactams	Class B betalactamases	EBR1
groupIII	mmarc_betalactams60_blast_augmented	3	933	betalactams	Class A betalactamases	CTX
groupIII	mmarc_betalactams61_blast_augmented	188	1158	betalactams	Penicillin binding protein	AMPH
groupIII	mmarc_betalactams62_blast_augmented	714	544	betalactams	Class A betalactamases	SHV
groupIII	mmarc_betalactams63_blast_augmented	2	819	betalactams	Class D betalactamases	MSI-OXA
groupIII	mmarc_betalactams64_blast_augmented	3	825	betalactams	Class D betalactamases	OXA
groupIII	mmarc_betalactams65_blast_augmented	5	801	betalactams	Class D betalactamases	OXA
groupIII	mmarc_betalactams66_blast_augmented	2	382	betalactams	Penicillin binding protein regulator	BLAI
groupIII	mmarc_betalactams67_blast_augmented	116	1147	betalactams	Class C betalactamases	CMY
groupIII	mmarc_betalactams68_blast_augmented	7	888	betalactams	Class A betalactamases	CME
groupIII	mmarc_betalactams69_blast_augmented	2	705	betalactams	Class B betalactamases	SFH1
groupIII	mmarc_betalactams6_blast_augmented	2	858	betalactams	Class B betalactamases	PEDO
groupIII	mmarc_betalactams70_blast_augmented	274	1161	betalactams	Class C betalactamases	BLAEC
groupIII	mmarc_betalactams71_blast_augmented	3	741	betalactams	Class B betalactamases	IMP
groupIII	mmarc_betalactams72_blast_augmented	4	1768	betalactams	Penicillin binding protein regulator	BLAR
groupIII	mmarc_betalactams73_blast_augmented	3	822	betalactams	Class D betalactamases	OXA
groupIII	mmarc_betalactams74_blast_augmented	3	930	betalactams	Class A betalactamases	PME
groupIII	mmarc_betalactams75_blast_augmented	69	931	betalactams	Class A betalactamases	BLA1
groupIII	mmarc_betalactams76_blast_augmented	29	928	betalactams	Class A betalactamases	PER
groupIII	mmarc_betalactams77_blast_augmented	12	867	betalactams	Class A betalactamases	SCO
groupIII	mmarc_betalactams78_blast_augmented	3	748	betalactams	Class B betalactamases	JOHN
groupIII	mmarc_betalactams79_blast_augmented	2	1831	betalactams	Class B betalactamases	LRA
groupIII	mmarc_betalactams7_blast_augmented	25	886	betalactams	Class A betalactamases	BLAA
groupIII	mmarc_betalactams80_blast_augmented	2	750	betalactams	Class B betalactamases	SLB
groupIII	mmarc_betalactams81_blast_augmented	2	1769	betalactams	Penicillin binding protein regulator	BLAR
groupIII	mmarc_betalactams82_blast_augmented	2	735	betalactams	Class B betalactamases	SFB
groupIII	mmarc_betalactams83_blast_augmented	29	859	betalactams	Class A betalactamases	CARB
groupIII	mmarc_betalactams84_blast_augmented	7	831	betalactams	Class B betalactamases	SPM
groupIII	mmarc_betalactams85_blast_augmented	19	2115	betalactams	Penicillin binding protein	PBP2B
groupIII	mmarc_betalactams86_blast_augmented	2	915	betalactams	Class A betalactamases	TLA
groupIII	mmarc_betalactams87_blast_augmented	2	873	betalactams	Class B betalactamases	CPS
groupIII	mmarc_betalactams88_blast_augmented	3	861	betalactams	Class A betalactamases	GES
groupIII	mmarc_betalactams89_blast_augmented	7	891	betalactams	Class A betalactamases	LUT
groupIII	mmarc_betalactams8_blast_augmented	2	952	betalactams	Class B betalactamases	THINB
groupIII	mmarc_betalactams90_blast_augmented	591	2257	betalactams	Penicillin binding protein	PBP2X
groupIII	mmarc_betalactams91_blast_augmented	2	1149	betalactams	Class C betalactamases	TRU
groupIII	mmarc_betalactams92_blast_augmented	43	389	betalactams	Penicillin binding protein regulator	MECI
groupIII	mmarc_betalactams93_blast_augmented	17	1146	betalactams	Class C betalactamases	CMY
groupIII	mmarc_betalactams94_blast_augmented	2	945	betalactams	Class A betalactamases	EXO
groupIII	mmarc_betalactams95_blast_augmented	48	775	betalactams	Class D betalactamases	OXA
groupIII	mmarc_betalactams96_blast_augmented	2	858	betalactams	Class B betalactamases	SPG
groupIII	mmarc_betalactams97_blast_augmented	366	2192	betalactams	Penicillin binding protein	PBP1A
groupIII	mmarc_betalactams98_blast_augmented	2	823	betalactams	Class D betalactamases	OXA
groupIII	mmarc_betalactams99_blast_augmented	2	913	betalactams	Class B betalactamases	AIM
groupIII	mmarc_betalactams9_blast_augmented	5	765	betalactams	Mutant porin proteins	OMPR
groupIII	mmarc_Cationic_antimicrobial_peptides10_blast_augmented	64	1168	Cationic antimicrobial peptides	Lipid A modification	PMRC
groupIII	mmarc_Cationic_antimicrobial_peptides11_blast_augmented	40	1985	Cationic antimicrobial peptides	Lipid A modification	ARNA
groupIII	mmarc_Cationic_antimicrobial_peptides1_blast_augmented	47	1645	Cationic antimicrobial peptides	Lipid A modification	PMRC
groupIII	mmarc_Cationic_antimicrobial_peptides2_blast_augmented	51	670	Cationic antimicrobial peptides	Polymyxin B resistance regulator	PMRA
groupIII	mmarc_Cationic_antimicrobial_peptides3_blast_augmented	64	1989	Cationic antimicrobial peptides	Lipid A modification	ARNA
groupIII	mmarc_Cationic_antimicrobial_peptides4_blast_augmented	9	1237	Cationic antimicrobial peptides	Cationic antimicrobial peptide efflux pumps	ROSA
groupIII	mmarc_Cationic_antimicrobial_peptides5_blast_augmented	12	1696	Cationic antimicrobial peptides	Cationic antimicrobial peptide efflux pumps	ROSB
groupIII	mmarc_Cationic_antimicrobial_peptides6_blast_augmented	35	970	Cationic antimicrobial peptides	Lipid A modification	PMRF
groupIII	mmarc_Cationic_antimicrobial_peptides7_blast_augmented	43	1093	Cationic antimicrobial peptides	Polymyxin B resistance regulator	PMRB
groupIII	mmarc_Cationic_antimicrobial_peptides8_blast_augmented	79	666	Cationic antimicrobial peptides	Polymyxin B resistance regulator	PMRA
groupIII	mmarc_Cationic_antimicrobial_peptides9_blast_augmented	86	1443	Cationic antimicrobial peptides	Polymyxin B resistance regulator	PMRB
groupIII	mmarc_Elfamycins1_blast_augmented	2	1681	Elfamycins	Elfamycin efflux pumps	FACT
groupIII	mmarc_Elfamycins2_blast_augmented	74	3090	Elfamycins	EF-Tu inhibition	TUFAB
groupIII	mmarc_Elfamycins3_blast_augmented	92	707	Elfamycins	EF-Tu inhibition	TUFAB
groupIII	mmarc_Elfamycins4_blast_augmented	571	1228	Elfamycins	EF-Tu inhibition	TUFAB
groupIII	mmarc_Elfamycins5_blast_augmented	81	1200	Elfamycins	EF-Tu inhibition	TUFAB
groupIII	mmarc_Fluoroquinolones10_blast_augmented	13	2463	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	PARC
groupIII	mmarc_Fluoroquinolones11_blast_augmented	3	2493	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	GYRA
groupIII	mmarc_Fluoroquinolones12_blast_augmented	9	2502	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	GYRA
groupIII	mmarc_Fluoroquinolones13_blast_augmented	3	1164	Fluoroquinolones	Quinolone active efflux	NORA
groupIII	mmarc_Fluoroquinolones14_blast_augmented	24	2712	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	GYRA
groupIII	mmarc_Fluoroquinolones15_blast_augmented	5	2634	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	GYRA
groupIII	mmarc_Fluoroquinolones16_blast_augmented	18	2427	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	GYRA
groupIII	mmarc_Fluoroquinolones17_blast_augmented	84	2491	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	GYRA
groupIII	mmarc_Fluoroquinolones18_blast_augmented	3	2544	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	PARC
groupIII	mmarc_Fluoroquinolones19_blast_augmented	20	2322	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	PARC
groupIII	mmarc_Fluoroquinolones1_blast_augmented	3	2424	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	PARC
groupIII	mmarc_Fluoroquinolones20_blast_augmented	74	1401	Fluoroquinolones	Quinolone active efflux	NORB
groupIII	mmarc_Fluoroquinolones21_blast_augmented	41	2685	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	GYRA
groupIII	mmarc_Fluoroquinolones22_blast_augmented	8	2646	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	GYRA
groupIII	mmarc_Fluoroquinolones23_blast_augmented	48	2634	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	GYRA
groupIII	mmarc_Fluoroquinolones24_blast_augmented	17	2542	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	GYRA
groupIII	mmarc_Fluoroquinolones25_blast_augmented	3	2442	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	GYRA
groupIII	mmarc_Fluoroquinolones26_blast_augmented	17	2871	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	PARC
groupIII	mmarc_Fluoroquinolones27_blast_augmented	34	2424	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	GYRA
groupIII	mmarc_Fluoroquinolones28_blast_augmented	3	2535	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	GYRA
groupIII	mmarc_Fluoroquinolones29_blast_augmented	19	2649	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	GYRA
groupIII	mmarc_Fluoroquinolones2_blast_augmented	158	2902	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	GYRA
groupIII	mmarc_Fluoroquinolones30_blast_augmented	77	2529	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	GYRA
groupIII	mmarc_Fluoroquinolones31_blast_augmented	9	2451	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	PARC
groupIII	mmarc_Fluoroquinolones3_blast_augmented	11	554	Fluoroquinolones	Quinolone resistance protein Qnr	MFPA
groupIII	mmarc_Fluoroquinolones4_blast_augmented	132	2283	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	PARC
groupIII	mmarc_Fluoroquinolones5_blast_augmented	5	2958	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	PARC
groupIII	mmarc_Fluoroquinolones6_blast_augmented	55	2676	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	GYRA
groupIII	mmarc_Fluoroquinolones7_blast_augmented	31	2310	Fluoroquinolones	Fluoroquinolone-resistant DNA topoisomerases	PARC
groupIII	mmarc_Fluoroquinolones8_blast_augmented	12	666	Fluoroquinolones	Quinolone resistance protein Qnr	QNRC
groupIII	mmarc_Fluoroquinolones9_blast_augmented	3	657	Fluoroquinolones	Quinolone resistance protein Qnr	QNRC
groupIII	mmarc_Fosfomycin10_blast_augmented	2	399	Fosfomycin	Fosfomycin thiol transferases	FOSK
groupIII	mmarc_Fosfomycin11_blast_augmented	3	417	Fosfomycin	Fosfomycin thiol transferases	FOSA
groupIII	mmarc_Fosfomycin12_blast_augmented	4	576	Fosfomycin	Fosfomycin thiol transferases	FOSA
groupIII	mmarc_Fosfomycin13_blast_augmented	3	801	Fosfomycin	Fosfomycin phosphorylation	FOMA
groupIII	mmarc_Fosfomycin14_blast_augmented	43	420	Fosfomycin	Fosfomycin thiol transferases	FOSB
groupIII	mmarc_Fosfomycin15_blast_augmented	3	465	Fosfomycin	Fosfomycin hydrases	FOSX
groupIII	mmarc_Fosfomycin1_blast_augmented	3	993	Fosfomycin	Fosfomycin phosphorylation	FOMB
groupIII	mmarc_Fosfomycin2_blast_augmented	2	409	Fosfomycin	Fosfomycin thiol transferases	FOSA
groupIII	mmarc_Fosfomycin3_blast_augmented	3	399	Fosfomycin	Fosfomycin thiol transferases	FOSA
groupIII	mmarc_Fosfomycin4_blast_augmented	4	399	Fosfomycin	Fosfomycin thiol transferases	FOSA
groupIII	mmarc_Fosfomycin5_blast_augmented	71	408	Fosfomycin	Fosfomycin thiol transferases	FOSA
groupIII	mmarc_Fosfomycin6_blast_augmented	54	420	Fosfomycin	Fosfomycin thiol transferases	FOSA
groupIII	mmarc_Fosfomycin7_blast_augmented	10	408	Fosfomycin	Fosfomycin thiol transferases	FOSA
groupIII	mmarc_Fosfomycin8_blast_augmented	7	429	Fosfomycin	Fosfomycin thiol transferases	FOSA
groupIII	mmarc_Fosfomycin9_blast_augmented	3	550	Fosfomycin	Fosfomycin phosphorylation	FOSC
groupIII	mmarc_Fusidic_acid1_blast_augmented	3	1531	Fusidic acid	Fusidic acid esterases	FUSH
groupIII	mmarc_Fusidic_acid2_blast_augmented	3	642	Fusidic acid	Ribosomal zinc-binding protein	FUSB
groupIII	mmarc_Glycopeptides10_blast_augmented	3	1179	Glycopeptides	VanI-type regulator	VANSI
groupIII	mmarc_Glycopeptides11_blast_augmented	2	1114	Glycopeptides	VanM-type regulator	VANSM
groupIII	mmarc_Glycopeptides12_blast_augmented	4	512	Glycopeptides	VanI-type resistance protein	VANI
groupIII	mmarc_Glycopeptides13_blast_augmented	2	699	Glycopeptides	VanM-type regulator	VANRM
groupIII	mmarc_Glycopeptides14_blast_augmented	2	1053	Glycopeptides	VanA-type resistance protein	VANHA
groupIII	mmarc_Glycopeptides15_blast_augmented	3	574	Glycopeptides	VanN-type resistance protein	VANXYN
groupIII	mmarc_Glycopeptides16_blast_augmented	2	1039	Glycopeptides	VanO-type regulator	VANSO
groupIII	mmarc_Glycopeptides17_blast_augmented	16	1051	Glycopeptides	VanA-type resistance protein	VANA
groupIII	mmarc_Glycopeptides18_blast_augmented	2	993	Glycopeptides	Undecaprenol pyrophosphate recycling	VANJ
groupIII	mmarc_Glycopeptides19_blast_augmented	10	1041	Glycopeptides	VanA-type resistance protein	VANA
groupIII	mmarc_Glycopeptides1_blast_augmented	7	709	Glycopeptides	VanG-type regulator	VANRG
groupIII	mmarc_Glycopeptides20_blast_augmented	2	1108	Glycopeptides	VanG-type regulator	VANSG
groupIII	mmarc_Glycopeptides21_blast_augmented	3	1014	Glycopeptides	VanA-type resistance protein	VANHA
groupIII	mmarc_Glycopeptides22_blast_augmented	3	816	Glycopeptides	VanA-type accessory protein	VANWA
groupIII	mmarc_Glycopeptides23_blast_augmented	5	766	Glycopeptides	VanG-type resistance protein	VANXYG
groupIII	mmarc_Glycopeptides24_blast_augmented	30	972	Glycopeptides	VanB-type resistance protein	VANHB
groupIII	mmarc_Glycopeptides25_blast_augmented	3	480	Glycopeptides	VanA-type accessory protein	VANZA
groupIII	mmarc_Glycopeptides26_blast_augmented	4	696	Glycopeptides	VanC-type regulator	VANRC
groupIII	mmarc_Glycopeptides27_blast_augmented	4	2144	Glycopeptides	VanG-type resistance protein	VANTG
groupIII	mmarc_Glycopeptides28_blast_augmented	3	609	Glycopeptides	VanO-type resistance protein	VANXO
groupIII	mmarc_Glycopeptides29_blast_augmented	2	991	Glycopeptides	VanL-type resistance protein	VANTML
groupIII	mmarc_Glycopeptides2_blast_augmented	6	1032	Glycopeptides	VanA-type resistance protein	VANA
groupIII	mmarc_Glycopeptides30_blast_augmented	2	1051	Glycopeptides	VanG-type resistance protein	VANG
groupIII	mmarc_Glycopeptides31_blast_augmented	9	400	Glycopeptides	Bleomycin resistance protein	BRP
groupIII	mmarc_Glycopeptides32_blast_augmented	3	1128	Glycopeptides	VanI-type accessory protein	VANKI
groupIII	mmarc_Glycopeptides33_blast_augmented	105	367	Glycopeptides	Bleomycin resistance protein	BRP
groupIII	mmarc_Glycopeptides34_blast_augmented	4	1122	Glycopeptides	VanI-type accessory protein	VANWI
groupIII	mmarc_Glycopeptides35_blast_augmented	26	645	Glycopeptides	VanF-type accessory protein	VANZF
groupIII	mmarc_Glycopeptides36_blast_augmented	3	1038	Glycopeptides	VanO-type regulator	VANSO
groupIII	mmarc_Glycopeptides37_blast_augmented	6	1041	Glycopeptides	VanA-type resistance protein	VANA
groupIII	mmarc_Glycopeptides38_blast_augmented	3	694	Glycopeptides	VanN-type regulator	VANRN
groupIII	mmarc_Glycopeptides39_blast_augmented	2	1096	Glycopeptides	VanL-type regulator	VANSL
groupIII	mmarc_Glycopeptides3_blast_augmented	2	583	Glycopeptides	VanL-type resistance protein	VANXYL
groupIII	mmarc_Glycopeptides40_blast_augmented	3	696	Glycopeptides	VanC-type regulator	VANRC
groupIII	mmarc_Glycopeptides41_blast_augmented	7	229	Glycopeptides	VanG-type regulator	VANUG
groupIII	mmarc_Glycopeptides42_blast_augmented	3	843	Glycopeptides	VanG-type accessory protein	VANYG
groupIII	mmarc_Glycopeptides43_blast_augmented	2	2110	Glycopeptides	VanE-type resistance protein	VANTE
groupIII	mmarc_Glycopeptides44_blast_augmented	2	963	Glycopeptides	VanI-type resistance protein	VANXI
groupIII	mmarc_Glycopeptides45_blast_augmented	3	346	Glycopeptides	VanB-type accessory protein	VANVB
groupIII	mmarc_Glycopeptides46_blast_augmented	2	699	Glycopeptides	VanI-type regulator	VANRI
groupIII	mmarc_Glycopeptides47_blast_augmented	2	583	Glycopeptides	VanE-type resistance protein	VANXYE
groupIII	mmarc_Glycopeptides48_blast_augmented	3	1074	Glycopeptides	VanE-type regulator	VANSE
groupIII	mmarc_Glycopeptides49_blast_augmented	3	807	Glycopeptides	VanB-type accessory protein	VANYB
groupIII	mmarc_Glycopeptides4_blast_augmented	5	519	Glycopeptides	VanA-type accessory protein	VANZA
groupIII	mmarc_Glycopeptides50_blast_augmented	2	1096	Glycopeptides	VanN-type regulator	VANSN
groupIII	mmarc_Glycopeptides51_blast_augmented	3	1059	Glycopeptides	VanE-type resistance protein	VANE
groupIII	mmarc_Glycopeptides52_blast_augmented	2	1102	Glycopeptides	VanL-type resistance protein	VANTRL
groupIII	mmarc_Glycopeptides53_blast_augmented	3	1033	Glycopeptides	VanN-type resistance protein	VANN
groupIII	mmarc_Glycopeptides54_blast_augmented	2	702	Glycopeptides	VanM-type accessory protein	VANYM
groupIII	mmarc_Glycopeptides55_blast_augmented	4	1100	Glycopeptides	VanF-type regulator	VANSF
groupIII	mmarc_Glycopeptides56_blast_augmented	2	697	Glycopeptides	VanL-type regulator	VANRL
groupIII	mmarc_Glycopeptides57_blast_augmented	29	705	Glycopeptides	VanO-type regulator	VANRO
groupIII	mmarc_Glycopeptides58_blast_augmented	2	1051	Glycopeptides	VanL-type resistance protein	VANL
groupIII	mmarc_Glycopeptides5_blast_augmented	8	609	Glycopeptides	VanA-type resistance protein	VANXA
groupIII	mmarc_Glycopeptides6_blast_augmented	3	574	Glycopeptides	VanC-type resistance protein	VANXYC
groupIII	mmarc_Glycopeptides7_blast_augmented	2	703	Glycopeptides	VanO-type regulator	VANRO
groupIII	mmarc_Glycopeptides8_blast_augmented	2	883	Glycopeptides	VanF-type accessory protein	VANYF
groupIII	mmarc_Glycopeptides9_blast_augmented	2	691	Glycopeptides	VanE-type regulator	VANRE
groupIII	mmarc_Lipopeptides1_blast_augmented	109	2523	Lipopeptides	Phosphotidylglycerol lysyltransferase	MPRF
groupIII	mmarc_Lipopeptides2_blast_augmented	3	1626	Lipopeptides	Colistin phosphoethanolamine transferase	MCR
groupIII	mmarc_Metronidazole1_blast_augmented	3	533	Metronidazole	nim nitroimidazole reductase	NIMA
groupIII	mmarc_MLS10_blast_augmented	2	1647	MLS	Lincosamide efflux pump	TLRC
groupIII	mmarc_MLS11_blast_augmented	3	1278	MLS	Macrolide glycosyltransferases	OLEI
groupIII	mmarc_MLS12_blast_augmented	59	480	MLS	23S rRNA methyltransferases	RLMH
groupIII	mmarc_MLS13_blast_augmented	2	1231	MLS	Macrolide resistance efflux pumps	MEFB
groupIII	mmarc_MLS14_blast_augmented	82	735	MLS	23S rRNA methyltransferases	ERMC
groupIII	mmarc_MLS15_blast_augmented	27	1465	MLS	Macrolide resistance efflux pumps	MEL
groupIII	mmarc_MLS16_blast_augmented	2	900	MLS	Streptogramin B ester bond cleavage	VGBA
groupIII	mmarc_MLS17_blast_augmented	4	660	MLS	Streptogramin A O-acetyltransferase	VATA
groupIII	mmarc_MLS18_blast_augmented	3	846	MLS	23S rRNA methyltransferases	ERM
groupIII	mmarc_MLS19_blast_augmented	3	639	MLS	Streptogramin A O-acetyltransferase	VATB
groupIII	mmarc_MLS1_blast_augmented	34	1938	MLS	Macrolide resistance efflux pumps	MACB
groupIII	mmarc_MLS20_blast_augmented	2	889	MLS	Streptogramin B ester bond cleavage	VGBB
groupIII	mmarc_MLS21_blast_augmented	5	1479	MLS	Streptogramin resistance ATP-binding cassette ABC efflux pumps	LSA
groupIII	mmarc_MLS22_blast_augmented	29	353	MLS	Streptogramin resistance ATP-binding cassette ABC efflux pumps	MSRA
groupIII	mmarc_MLS23_blast_augmented	40	766	MLS	23S rRNA methyltransferases	ERMX
groupIII	mmarc_MLS24_blast_augmented	17	546	MLS	23S rRNA methyltransferases	ERM37
groupIII	mmarc_MLS25_blast_augmented	2	640	MLS	Streptogramin A O-acetyltransferase	VATC
groupIII	mmarc_MLS26_blast_augmented	2	1660	MLS	Streptogramin A efflux pumps	VGAB
groupIII	mmarc_MLS27_blast_augmented	2	844	MLS	23S rRNA methyltransferases	CHRB
groupIII	mmarc_MLS28_blast_augmented	3	982	MLS	Macrolide phosphotransferases	MPHE
groupIII	mmarc_MLS29_blast_augmented	5	909	MLS	Macrolide phosphotransferases	MPHB
groupIII	mmarc_MLS2_blast_augmented	24	735	MLS	23S rRNA methyltransferases	ERMB
groupIII	mmarc_MLS30_blast_augmented	4	1012	MLS	23S rRNA methyltransferases	ERM
groupIII	mmarc_MLS31_blast_augmented	3	898	MLS	Macrolide phosphotransferases	MPHB
groupIII	mmarc_MLS32_blast_augmented	2	937	MLS	23S rRNA methyltransferases	ERM
groupIII	mmarc_MLS33_blast_augmented	5	1011	MLS	23S rRNA methyltransferases	ERM30
groupIII	mmarc_MLS34_blast_augmented	2	1579	MLS	Streptogramin A efflux pumps	VGAD
groupIII	mmarc_MLS35_blast_augmented	61	1213	MLS	Macrolide resistance efflux pumps	MEFA
groupIII	mmarc_MLS36_blast_augmented	4	732	MLS	23S rRNA methyltransferases	ERM
groupIII	mmarc_MLS37_blast_augmented	4	1653	MLS	Spiramycin efflux pumps	SRMB
groupIII	mmarc_MLS38_blast_augmented	3	1230	MLS	Macrolide resistance efflux pumps	MEFB
groupIII	mmarc_MLS39_blast_augmented	4	846	MLS	23S rRNA methyltransferases	ERM
groupIII	mmarc_MLS3_blast_augmented	2	961	MLS	23S rRNA methyltransferases	ERMS
groupIII	mmarc_MLS40_blast_augmented	2	495	MLS	Lincosamide nucleotidyltransferases	LNUC
groupIII	mmarc_MLS41_blast_augmented	3	901	MLS	23S rRNA methyltransferases	ERMH
groupIII	mmarc_MLS42_blast_augmented	10	1479	MLS	Streptogramin resistance ATP-binding cassette ABC efflux pumps	LSA
groupIII	mmarc_MLS43_blast_augmented	4	1623	MLS	ABC transporter	TLRC
groupIII	mmarc_MLS44_blast_augmented	7	1163	MLS	23S rRNA methyltransferases	ERM
groupIII	mmarc_MLS45_blast_augmented	4	1023	MLS	23S rRNA methyltransferases	ERMR
groupIII	mmarc_MLS46_blast_augmented	3	1575	MLS	ABC transporter	VGA
groupIII	mmarc_MLS47_blast_augmented	6	1446	MLS	Lincosamide efflux pump	LMRB
groupIII	mmarc_MLS48_blast_augmented	2	889	MLS	23S rRNA methyltransferases	MYRA
groupIII	mmarc_MLS49_blast_augmented	2	742	MLS	23S rRNA methyltransferases	ERM
groupIII	mmarc_MLS4_blast_augmented	3	801	MLS	23S rRNA methyltransferases	ERM
groupIII	mmarc_MLS50_blast_augmented	72	525	MLS	23S rRNA methyltransferases	ERM41
groupIII	mmarc_MLS51_blast_augmented	2	876	MLS	23S rRNA methyltransferases	ERMN
groupIII	mmarc_MLS52_blast_augmented	3	651	MLS	Streptogramin A O-acetyltransferase	VATA
groupIII	mmarc_MLS53_blast_augmented	48	744	MLS	23S rRNA methyltransferases	ERMT
groupIII	mmarc_MLS54_blast_augmented	11	487	MLS	Lincosamide nucleotidyltransferases	LNUA
groupIII	mmarc_MLS55_blast_augmented	3	852	MLS	23S rRNA methyltransferases	MYRA
groupIII	mmarc_MLS56_blast_augmented	9	1485	MLS	Streptogramin resistance ATP-binding cassette ABC efflux pumps	LSA
groupIII	mmarc_MLS5_blast_augmented	57	1219	MLS	Macrolide resistance efflux pumps	MEFA
